Event	Purity
723	0.5
724	1
725	0
726	1
727	0
728	0.1111111111111111
729	0
730	0
731	0
732	0.03333333333333333
733	0.7948717948717948
734	1
735	0.6296296296296297
736	0
737	0
738	1
739	0.04081632653061224
740	0
741	0
742	0.8571428571428571
743	0
744	0.35294117647058826
745	0.6428571428571429
746	0
747	0.4482758620689655
748	0
749	0
750	0
751	0.5
752	0
753	1
754	0
755	0.075
756	1
757	0.75
758	0.5
759	1
760	0.6818181818181818
761	0.868421052631579
762	0.47058823529411764
763	0
764	0.6666666666666666
765	0
766	0
767	1
768	0
769	1
770	0
771	0
772	1
773	0
774	0.022222222222222223
775	0
776	0.6
777	0.15555555555555556
778	1
779	0.76
780	0.6428571428571429
781	0.9
782	0.5
783	0
784	0
785	0
786	0.6923076923076923
787	0.7
788	1
789	0
790	1
791	0.5
792	0
793	0
794	0
795	0
796	1
797	1
798	0
799	0
800	0.9565217391304348
801	1
802	0.5
803	0.13333333333333333
804	1
805	0.2222222222222222
806	0
807	0
808	0.6
809	0.8571428571428571
810	0
811	0.11627906976744186
812	0
813	0.5
814	1
815	1
816	1
817	0.04081632653061224
818	0
819	1
820	0.02040816326530612
821	0.375
822	0
823	0
824	0
825	1
826	0.9090909090909091
827	0
828	0.08695652173913043
829	0
830	0.044444444444444446
831	0.16666666666666666
832	0.044444444444444446
833	1
834	0
835	0.18181818181818182
836	0
837	0.6
838	0.6818181818181818
839	0.3333333333333333
840	0.7647058823529411
841	0
842	0.29411764705882354
843	0.868421052631579
844	1
845	1
846	0
847	0
848	0.1
849	0.6296296296296297
850	0.9166666666666666
851	0.4
852	0
853	0.3333333333333333
854	0
855	0
856	0.7692307692307693
857	1
858	0
859	0.3333333333333333
860	0
861	0.42857142857142855
862	0
863	0
864	0
865	0.5365853658536586
866	0.9411764705882353
867	0.1
868	0
869	0.75
870	0
871	0
872	0.25
873	0.02040816326530612
874	1
875	0.6071428571428571
876	0
877	1
878	0
879	0.3225806451612903
880	0.7948717948717948
881	1
882	0
883	1
884	0
885	1
886	0.3333333333333333
887	0.8
888	1
889	0.8636363636363636
890	0
891	1
892	1
893	0.45
894	0.6666666666666666
895	0.6666666666666666
896	0
897	0
898	0.3333333333333333
899	1
900	0.13333333333333333
901	0
902	1
903	0
904	0
905	0.07142857142857142
906	0
907	1
908	1
909	0
910	1
911	0.5
912	1
913	0.1
914	0
915	0
916	0.5882352941176471
917	0.5238095238095238
918	1
919	1
920	0
921	1
922	0
923	0
924	1
925	0
926	1
927	0.75
928	1
929	0.8
930	0
931	0
932	1
933	0
934	0.6666666666666666
935	0
936	0
937	0
938	0
939	1
940	0
941	1
942	0
943	0.4
944	0
945	0.14285714285714285
946	0
947	0
948	0
949	0.35714285714285715
950	1
951	0
952	0
953	1
954	0.3333333333333333
955	0
956	0.6
957	0
958	1
959	1
960	1
961	0
962	0
963	0
964	0
965	0.6470588235294118
966	0
967	0
968	0.9777777777777777
969	0.3125
970	0
971	1
972	1
973	0
974	0.8571428571428571
975	0
976	1
977	0
978	0.041666666666666664
979	0.043478260869565216
980	0.8125
981	0
982	0
983	0
984	1
985	1
986	0.4
987	0.3
988	0.782608695652174
989	0.9473684210526315
990	0.6
991	0.15151515151515152
992	0
993	0
994	0.8
995	0.13333333333333333
996	1
997	0.1111111111111111
998	1
999	0.8
